FIPS Code,ozone,pm25,no2,so2,FIPS
34013,0.04402522222222223,8.079122199999999,29.97022057142857,0.7790297999999999,34013
34017,0.04810788888888889,8.421568333333333,30.789355666666665,0.7981982999999999,34017
34027,0.04735388888888888,6.152045,8.0632768,0.6216292,34027
34041,0.04257411111111112,7.5917354,24.104343,1.0817978,34041
35001,0.05045976470588235,5.550211750000001,22.91197942857143,1.1893048,35001
35045,0.04982800000000001,3.5566355,13.43634791304348,0.9984520666666667,35045
36005,0.04598189999999999,8.046241700000001,30.184418,1.6670301000000003,36005
36029,0.0472306,7.188687500000002,22.167333500000005,1.6138179999999998,36029
36055,0.041844200000000005,6.861755899999999,17.9652142,2.0349996,36055
36081,0.04477479999999999,7.458625499999998,29.915603750000002,1.4301554,36081
36103,0.04820641176470589,6.935175142857143,8.689862,0.6414835999999999,36103
37067,0.05101168749999999,7.1955180714285705,15.4054992,0.8690626,37067
37119,0.050944500000000004,8.342215166666666,19.114395899999998,0.7625566,37119
37183,0.047069,7.7383088,15.675405900000001,0.5461315999999999,37183
38015,0.0430034,5.949077357142857,12.098653200000001,2.0778004,38015
38017,0.0387042,6.6349225,11.011558599999999,0.7056644000000001,38017
38057,0.04482033333333334,6.0482975,6.112213583333333,3.3866757368421054,38057
39035,0.04627066666666666,9.468963534883722,20.676573,4.5851111599999985,39035
39049,0.04820061538461538,8.901131217391304,21.3096919,0.3853142,39049
39061,0.04995346666666666,9.093299255813955,26.047945727272733,3.2291560999999995,39061
40109,0.04935735714285715,7.682705928571429,21.43537472727273,0.3956162,40109
40143,0.04705011764705883,7.795925200000001,17.3827948,1.44507095,40143
41051,0.03968166666666667,6.9438770000000005,18.716067666666664,1.214894142857143,41051
42003,0.04850725,9.883069859999999,17.939490400000004,6.178532120000001,42003
42007,0.04918704761904762,9.306954999999999,18.938375,3.0510086000000003,42007
42011,0.04740692857142857,8.631456400000001,17.263456,1.1440606,42011
42017,0.05032971428571429,10.291103999999999,21.604167,1.751342,42017
42027,0.04603558333333333,7.528224,10.384135,1.3766084,42027
42045,0.04931814285714286,9.1358622,20.666519599999997,1.8269103333333334,42045
42095,0.04824200000000001,8.533748333333335,17.9758118,3.5406041666666663,42095
42101,0.047263095238095236,8.601448076923075,25.11906966666667,2.2495193,42101
42125,0.04860366666666667,8.3163845,10.8393541,2.7003508999999997,42125
42133,0.04818185714285713,10.049361999999999,20.1940788,2.04343775,42133
44007,0.04743842857142856,6.14360105,21.22678828571429,0.674328125,44007
45019,0.0436324,7.304987944444444,9.6858381,1.1787449,45019
45045,0.04944833333333334,8.048664347826087,18.886319800000003,0.4483134,45045
45079,0.04460633333333333,8.015814125,10.825537,0.5545299,45079
46099,0.04627566666666666,6.692734,11.2260148,0.8015258,46099
47009,0.046731600000000005,8.109059,1.4458706,0.3957666000000001,47009
47037,0.0477154,8.624802466666667,23.2768973,0.9405884,47037
47157,0.04764146666666667,8.088166055555554,20.8917944,1.1649812,47157
47163,0.049789999999999994,7.418209,20.372062,18.051720692307693,47163
48029,0.0457126,8.247534181818182,14.2998366,2.3460497777777776,48029
48113,0.047320714285714285,8.8182592,17.573069523809522,0.8032422,48113
48139,0.045398299999999996,8.3528168,10.0902622,0.8158610000000001,48139
48141,0.04870759375,7.993810615384613,29.22278713333333,1.767945636363636,48141
48167,0.04413271428571429,7.098446,7.508797599999999,2.2538754,48167
48201,0.04113915454545453,9.952895733333333,19.61193462121212,1.1283340882352941,48201
48203,0.0436692,8.528711999999999,6.1249876,7.214777999999999,48203
48453,0.04602192857142857,8.6711829,17.7046772,0.6439033999999999,48453
49035,0.05297313636363637,8.101817107142859,25.314853631578945,1.21383875,49035
50007,0.0415584,5.479165846153847,12.513449,0.3018946,50007
50021,0.04211925,7.04467357142857,16.022819400000003,0.6379094000000001,50021
51036,0.045544,6.829288199999999,11.5193894,2.6849342,51036
51059,0.0486566,7.1420484,27.0498965,1.0557788000000001,51059
51087,0.0451764,7.151062200000001,15.724931799999998,0.8307458000000001,51087
51161,0.047205,6.8059398,12.877466600000002,0.7271048,51161
51165,0.0454068,7.292159,19.4801158,0.5453541999999999,51165
51650,0.04766840000000001,6.3830438,8.7014118,1.5604134,51650
53033,0.041261136363636354,6.1826826,29.5355909,1.3717188,53033
55041,0.039734599999999995,4.350565333333333,2.024194,0.5646472,55041
55079,0.044359266666666675,8.458738136363637,22.745358099999997,1.2409344,55079
56001,0.053284285714285715,4.44539175,20.012009499999998,0.44793150000000004,56001
56013,0.05148636363636365,6.828230100000001,1.4639066363636366,8.139248499999999,56013
56021,0.050161874999999995,3.9510870789473684,14.081227777777777,1.010949111111111,56021
56025,0.04838716666666667,4.72795325,14.449601230769229,2.343940875,56025
56029,0.0438515,4.0017826,6.8982955,0.3726005,56029
56033,0.048371142857142856,6.301581256410257,15.5574725,0.627411,56033
56037,0.051088500000000016,5.0370735,10.821568181818181,3.1611610624999993,56037
56039,0.04970075000000001,4.4867989999999995,4.697167,0.3600875,56039
